Date,Open,High,Low,Close
113,106.27,106.77,105.5,109.53
114,106.23,106.61,105.8,108.45
115,106.36,108.26,106.3,108.34
118,107.84,109.01,107.65,109.25
119,108.74,108.94,108.21,109.6
120,108.47,109.47,108.29,109.26
121,109.09,109.61,107.61,108.65
122,107.95,108.67,107.21,106.98
125,108.72,109.2,108.27,107.09
126,108.89,109.63,108.53,106.41
127,109.18,109.6,108.58,107.79
128,109.51,110.06,108.04,107.3
129,108.44,109.05,107.65,107.11
132,108.66,109.57,108.54,107
133,109.14,109.89,108.73,106.5
134,109.66,110.02,108.98,107.61
135,109.22,109.45,108.42,108.49
136,108.42,108.85,106.3,108
139,107.08,107.45,106.75,107.32
140,107.12,107.28,106.37,105.77
141,106.44,107.94,106.37,105.32
142,107.72,107.97,107.24,106.03
143,107.33,107.82,106.53,106.85
146,107.03,107.36,106.65,106.82
147,107,107.02,106.01,106.88
148,106.55,107.92,106.15,106.58
149,107.63,108.98,107.58,106.43
150,108.52,109.05,107.62,106.37
153,108.04,108.28,107.22,105.88
154,107.32,107.6,105.15,105.53
155,105.8,106.18,104.98,105.55
156,105.37,106.21,105.37,104.53
157,105.86,107.01,105.82,104.74
160,106.78,107.15,106.3,105.63
161,106.84,107,106.16,105.3
162,106.89,107.11,106.25,105.61
163,106.6,106.71,105.83,105.23
164,106.45,106.58,105.97,105.98
167,106.44,106.49,105.57,105.66
168,105.84,105.87,105.17,106.07
169,105.45,105.66,105.12,106.92
170,105.48,105.6,104.08,107.44
171,104.55,104.9,103.88,107.84
174,104.6,105.75,104.22,107.01
175,105.6,105.91,105.22,107.05
176,105.25,105.79,105.22,108.06
177,105.53,105.53,104.33,108.1
178,105.26,106.35,104.71,107.8
181,106.14,106.46,105.57,108.03
182,105.64,106.5,105.25,108.08
183,106.16,107.17,105.78,108.27
184,106.95,107.5,106.78,107.68
185,107.42,107.92,107.19,108.88
188,107.83,107.87,106.54,108.74
189,107.01,107.14,106.55,109.07
190,107.09,108.46,107,109.13
191,108.01,108.36,106.92,109.12
192,108.05,108.41,107.5,109.47
195,107.75,108.79,107.29,109.39
196,107.94,108.4,107.58,109.24
197,108.15,108.35,107.68,108.85
198,108.22,108.25,107.25,108.3
199,107.51,109.17,107.35,108.57
202,108.74,109.12,108.44,109.07
203,108.72,109.29,108.54,108.62
204,109.06,109.38,108.86,107.77
205,109.1,109.33,108.68,108.66
206,109.11,109.78,108.5,108.49
209,109.55,109.78,109.1,109.38
210,109.3,109.77,108.91,109.02
211,109.23,109.31,108.3,108.55
212,108.87,109.12,107.87,108.59
213,108.3,108.66,108.04,108.37
216,108.53,109.12,108.5,108.66
217,109.05,109.25,108.29,108.28
218,108.52,108.68,107.73,106.92
219,107.85,108.97,107.45,106.83
220,108.65,108.95,108.26,106.81
223,108.61,109.58,108.53,106.45
224,109.39,109.61,108.83,106.03
225,108.99,109.17,108.28,106.5
226,108.5,108.65,108.21,106.63
227,108.54,109.12,108.04,105.96
230,108.25,108.75,107.78,105.76
231,108.68,108.68,108.08,105.79
232,108.28,108.35,106.79,105.87
233,107,107.38,106.54,105.08
234,106.83,107.28,106.61,106.11
237,106.75,106.77,106.03,105.99
238,106.47,106.7,105.97,106.79
239,106.08,106.72,105.83,107.1
240,106.45,106.85,106.17,107.6
241,106.73,106.73,105.51,107.07
244,105.89,105.96,105.55,106.89
245,105.9,106.52,105.73,106.97
246,105.82,106.12,105.55,106.54
247,105.88,106.45,104.75,106.54
248,105.15,106.26,105.04,107.9
251,106.08,106.51,105.82,107.74
252,106.15,107.04,106.05,107.55
253,106.79,107.33,106.78,107.31
254,107.06,107.65,106.88,107.57
255,107.5,107.73,107.05,108.05
258,107.1,107.18,106.64,108.8
259,106.87,107.13,106.65,108.8
260,106.94,107.39,106.35,109.25
261,106.62,106.77,106.25,109.08
262,106.63,108.14,106.35,108.8
265,107.93,108.12,107.33,108.75
266,107.74,107.77,107.1,107.71
267,107.53,107.89,107.15,107.73
268,107.28,107.74,107.17,107.67
269,107.63,108.5,107.47,107.78
272,108.05,108.94,108.05,108.02
273,108.83,109,108.38,107.99
274,108.82,109.43,108.54,107.66
275,109.28,109.58,109,108.33
276,109.14,109.15,108.6,108.83
279,108.88,109.1,108.7,108.22
280,108.81,108.87,107.6,107.68
281,107.81,108.15,107.43,108.21
282,107.75,108.16,107.27,108.32
283,107.67,107.97,107.47,108.62
286,107.69,108.33,107.48,108.97
287,108.05,108.23,107.82,108.96
288,107.96,108.35,107.39,108.12
289,107.65,108.6,107.53,108.09
290,108.34,109.15,108.2,107.01
293,108.9,109.05,108.15,107.38
294,108.21,108.5,107.66,106.94
295,107.68,108.24,107.6,107.24
296,108.19,108.63,107.89,107.35
297,108.25,108.82,108.19,107.91
300,108.65,108.98,108.39,107.57
301,108.93,109.28,108.67,108.15
302,108.97,109,108.1,108.83
303,108.17,108.44,107.93,108.98
304,108.11,108.35,106.76,108.8
307,107.18,107.57,106.84,109.82
308,107.41,107.48,106.9,110.19
309,107.01,107.83,106.88,110.21
310,107.25,107.81,107.08,110.3
311,107.34,107.95,107.28,111.3
314,108.01,108.05,107.36,110.64
315,107.67,108.19,107.46,110.08
316,108.16,108.92,107.95,111.22
317,108.8,109.1,108.65,110.34
318,109,109,108.57,111.25
321,108.74,110.35,108.72,110.91
322,109.92,110.43,109.6,111.1
323,110.1,110.27,109.4,110.29
324,110.18,110.4,109.99,110.52
325,110.27,111.42,110.11,110.96
328,111.18,111.51,110.46,110.8
329,110.67,110.82,110,111.41
330,110.14,111.34,109.77,112.31
331,111.24,111.35,110.28,112.11
332,110.33,112.03,110.27,112.54
335,111.41,111.44,110.36,112.1
336,110.92,111.37,110.35,112.35
337,111.1,111.15,110.16,112.74
338,110.27,110.83,110.11,112.27
339,110.44,111.45,110.39,112.86
342,111.33,111.41,110.51,112.71
343,110.72,111.71,110.64,113.58
344,111.4,112.73,111.29,114.26
345,112.27,112.84,111.98,114.46
346,112.01,112.7,111.82,114.27
349,112.39,112.73,111.86,114.57
350,112.23,112.56,111.75,114.45
351,112.36,113.02,112.31,113.6
352,112.8,113.14,111.84,115.68
353,112.13,112.9,112,116.54
356,112.8,112.98,112.7,115.98
357,112.86,113.67,112.86,116.78
358,113.55,114.37,113.49,116.44
359,114.11,114.9,114.08,117.69
360,114.42,115.05,114.13,118.45
363,114.35,114.61,114.3,118.9
364,114.33,115.06,114.21,117.65
365,114.36,114.66,113.55,118.87
366,113.57,115.75,113.52,117.91
367,115.62,116.88,115.47,117.1
370,116.56,116.62,115.62,116.29
371,115.92,116.85,115.6,116.97
372,116.8,117.14,115.74,117.77
373,116.5,117.75,116.25,116.76
374,117.7,118.56,117.32,117.27
377,118.3,119.35,118.2,116.72
378,118.94,119.14,117.05,115.86
379,117.62,118.9,116.87,116.33
380,118.88,119.85,117.59,115.58
381,118.06,118.31,116.97,115.6
384,117,117.06,116.11,114.77
385,116.25,117.38,116.22,114.71
386,116.81,118.44,116.48,116.3
387,117.8,118.08,116.29,116.61
388,116.84,117.57,116.3,117.52
391,117.5,117.69,116.1,117.44
392,116.68,116.92,115.57,116.67
393,115.79,116.65,115.6,116.18
394,116.48,116.75,115.16,115.39
395,115.52,115.9,114.9,115.69
398,115.63,116.04,114.55,115.99
399,114.69,115.25,114.28,115.64
400,114.77,116.4,114.63,116.5
401,116.26,116.72,115.81,117.06
402,116.66,117.76,116.29,115.82
405,117.54,117.94,117.32,116.49
406,117.39,117.6,116.52,116.11
407,116.55,116.86,116.07,117.3
408,116.35,116.4,115.32,117.4
409,115.38,115.89,114.51,119.04
412,115.95,116.18,115.52,119.09
413,116.02,116.2,115.17,118.86
414,115.66,116.84,115.27,119.99
415,116.55,117.18,115.78,119.69
416,116.84,117.17,115.59,119.52
419,115.8,116.76,115.72,120.33
420,116.4,116.56,115.9,119.69
421,116.02,117.52,115.82,121.09
422,117.29,117.53,116.98,122.34
423,117.35,119.3,117.26,122.92
426,119.13,119.75,118.6,122.95
427,119.19,119.23,118.2,122.23
428,118.8,120.25,118.52,123.33
429,119.93,120.4,119.25,123.48
430,119.69,119.85,119.04,122.73
433,119.49,120.69,119.4,122.66
434,120.4,120.58,119.66,121.92
435,119.65,121.2,119.27,122.34
436,120.99,122.58,120.47,123.73
437,122.38,123.17,121.8,126.19
440,123.09,123.62,121.98,126.86
441,122.93,122.99,122,125.61
442,122.21,123.92,121.96,125.46
443,123.4,124.31,123,124.11
444,123.5,123.5,122.5,123.79
447,123.52,123.73,122.64,125.02
448,122.67,123.17,121.92,124.46
449,121.92,122.77,121.52,124.81
450,122.38,123.79,122.23,123.58
451,123.48,126.35,123.34,124.24
454,126.51,126.86,125.75,124.49
455,126.73,126.73,125.38,123.39
456,125.68,126.24,124.97,122.19
457,124.96,125.32,123.81,121.04
458,124.03,125.58,123.79,122.44
461,124.34,125.42,124.34,121.28
462,125.28,125.29,124.28,122.14
463,124.27,124.97,123.96,122.14
464,124.9,124.96,123.02,123.2
465,123.82,124.5,123.79,124.05
468,124.64,124.97,124.36,123.54
469,124.65,124.66,123.17,122.09
470,123.5,123.57,122.09,121.51
471,122.27,122.35,121.04,121.39
472,121.42,122.69,121.25,121.38
475,121.47,122.46,121.22,121.19
476,121.37,122.3,121.19,121.23
477,122.54,122.54,122.07,122.18
478,122.2,123.52,122.06,122.75
479,123.42,124.36,123.21,122.59
482,124.09,124.1,123.31,123.34
483,123.51,123.51,121.87,123.46
484,122.07,122.48,121.41,123.62
485,121.62,121.85,120.9,122.57
486,121.38,121.46,120.65,123.57
489,121.53,121.84,121.04,122.78
490,120.97,122.11,120.97,122.74
491,121.52,122.36,121.52,119.93
492,122.3,122.78,122.1,119.9
493,122.5,122.87,121.9,120.7
496,122.71,123.37,122.48,121.17
497,123.31,123.63,123.16,120.05
498,123.17,124.09,123.17,120.38
499,123.23,123.36,122.53,119.16
500,122.72,123.84,122.69,119.21
503,123.55,123.55,122.64,119.28
504,122.73,123.35,122.51,120.36
505,122.7,122.7,119.56,120.37
506,120.36,120.44,119.27,120.17
507,120.37,120.83,119.94,120.76
510,120.64,121.27,120.55,122
511,121.34,121.4,120.05,121.73
512,120.27,120.59,120.03,122.02
513,120.51,120.51,118.6,121.36
514,119.25,119.29,118.54,123.11
517,119.44,119.9,118.95,123.38
518,119.01,120.42,118.88,122.96
519,120.25,120.85,120.22,123.82
520,120.2,120.34,119.71,124.61
521,120.31,120.77,120.14,124.49
524,121.11,122.08,120.97,123.83
525,121.92,122.1,121.61,123.91
526,121.71,122.41,121.71,124.41
527,122.04,122.28,121.27,124.69
528,121.46,123.19,120.91,124.73
531,122.97,123.52,122.87,124.36
532,123.39,123.75,122.77,124.43
533,123.02,123.98,122.69,124.52
534,124.09,124.61,124.03,125.74
535,124.61,124.71,124.02,126.02
538,124.58,124.58,123.74,125.39
539,123.89,124.07,123.37,125.46
540,123.9,124.47,123.89,124.42
541,124.39,125.06,124.32,123.94
542,124.85,124.87,123.91,125
545,124.67,125.02,124.24,125.52
546,123.95,124.57,123.75,125
547,124.59,125,124.39,123.94
548,124.53,125.83,124.53,123.39
549,125.59,126.18,125.55,123.04
552,125.93,125.93,125.35,124.47
553,125.32,126.01,125.32,124.12
554,125.33,125.78,123.93,123.67
555,124.31,124.6,123.55,123.71
556,124.14,125.04,124.01,123.53
559,124.9,125.52,124.83,125.13
560,125.59,125.68,124.83,125.01
561,125.01,125.49,123.87,124.6
562,124.17,124.17,123.31,123.67
563,123.39,123.84,122.81,123.65
566,123.36,124.49,123.36,123.87
567,124.35,124.53,123.91,123.55
568,124.36,124.52,123.48,123.59
569,123.66,124.08,123.25,121.75
570,123.87,124.12,123.24,121.99
573,123.34,125.27,123.31,122.45
574,125.11,125.11,124.69,121.72
575,124.76,125.18,124.45,119.47
576,124.3,124.65,123.6,120.36
577,123.83,123.95,123.34,120.23
580,123.82,124.24,123.71,120.69
581,123.89,124.13,123.41,119.53
582,123.45,123.65,122.82,120.36
583,123.46,123.9,121.49,119.83
584,122.05,122.52,121.74,120.01
587,122.12,122.51,121.52,119.84
588,122.46,123.14,121.23,120.13
589,121.71,121.75,119.18,120.18
590,119.76,120.37,119.32,119.4
591,120.09,120.74,120.04,118.84
594,120.32,120.81,120.1,118.75
595,120.75,120.9,119.52,119.25
596,119.78,120.53,119.52,120.77
597,120.37,120.64,119.68,121.01
598,119.8,120.34,119.58,120.23
601,120.43,120.45,119.84,120.96
602,119.77,120.72,119.73,119.14
603,119.99,120.27,119.17,119.51
604,120.15,120.15,119.29,118.84
605,119.45,119.45,118.61,117.22
608,119.23,119.23,118.62,117.87
609,118.61,119.57,118.61,117.27
610,119.42,120.87,119.42,117.62
611,121.19,121.5,120.79,116.23
612,120.92,121.45,119.89,116.83
615,120.11,121.16,119.84,117.61
616,121.17,121.99,118.7,117.71
617,119.52,119.87,118.78,117.79
618,119.68,119.74,118.68,119.7
619,118.84,119.19,117.05,119.56
622,117.66,118.33,116.77,120.32
623,117.85,118.27,117.15,120.83
624,117.39,118.14,117.26,120.69
625,117.61,117.66,115.87,120.49
626,116.48,117.49,116.24,120.52
629,116.89,117.62,116.33,119.88
630,117.65,117.82,117.04,120.21
631,117.61,118.07,117.14,120.41
632,118.01,119.97,117.77,121.49
633,119.72,119.72,118.77,121.14
636,119.63,120.47,119.61,120.94
637,120.32,121.13,120.14,121.27
638,120.54,121.45,120.54,121.25
639,120.65,120.75,120.3,121.15
640,120.52,120.65,119.99,121.22
643,120.02,120.15,119.75,122.54
644,119.88,120.37,119.86,122.57
645,120.33,120.62,119.88,122.93
646,120.39,121.72,120.21,122.96
647,121.45,121.75,120.81,122.76
650,121.11,121.22,120.59,122
651,120.86,121.88,120.66,122.01
652,121.37,121.82,120.81,122.47
653,121.37,121.52,120.85,122.01
654,121.15,121.41,120.92,121.73
657,121.47,122.61,121.36,121.79
658,122.4,123.07,122.34,121.2
659,122.56,123,122.41,120.96
660,123.05,123.43,122.54,120.18
661,122.93,123.3,122.49,120.44
664,122.55,122.66,121.92,120.45
665,121.96,122.2,121.65,121.72
666,122.18,122.6,121.72,121.62
667,122.43,122.47,121.49,122.47
668,121.99,121.99,121.51,122.97
671,121.71,122.18,121.67,123.29
672,121.64,121.77,121.06,122.62
673,121.23,121.28,120.8,123.16
674,121.12,121.37,119.9,123.99
675,120.22,120.59,120.14,124.32
678,120.49,120.88,119.88,124.09
679,120.58,121.72,120.58,123.94
680,121.67,121.99,121.5,123.17
681,121.75,122.52,121.59,123.52
682,122.49,122.97,122.02,124.16
685,122.98,123.58,122.79,124.25
686,123.14,123.27,122.59,124.27
687,122.76,123.43,122.73,124.73
688,123.05,124.04,123.05,125.55
689,124.06,124.48,123.78,126.09
692,124.12,124.36,123.89,126.11
693,124.27,124.55,123.76,126.04
694,123.85,124.01,123.1,126.08
696,123.93,124.2,122.98,127.37
699,123.32,124.17,123.31,127.63
700,124.27,124.35,123.7,127.78
701,124.24,124.54,124.07,128.02
702,123.94,124.93,123.85,128.57
703,124.63,125.78,124.63,129.66
706,125.83,126.42,125.59,129.85
707,126.05,126.37,125.8,130.96
708,125.9,126.6,125.57,130.86
709,126.07,126.65,126.02,131.71
710,126.24,127.93,126.24,131.13
713,127.82,128.08,127.48,131.71
714,127.68,128.47,127.66,132.21
715,128.1,128.35,127.66,131.81
716,128.22,128.83,128.03,130.94
717,129.12,129.73,129.12,131.07
720,129.61,130.08,129.39,132.52
721,129.94,130.98,129.77,132.91
722,131.02,131.02,130.51,132.67
723,131.08,132.01,131.08,132.12
724,131.93,131.93,130.93,132.04
727,131.41,131.76,130.78,131.29
729,132.02,132.27,131.4,131.93
730,131.98,132.13,131.52,132.42
731,131.52,131.72,130.81,132.6
734,130.65,131.59,130.48,132.61
735,131.69,132.85,131.69,133.9
736,132.96,133.37,132.29,134.51
737,132.88,132.98,132.1,134.82
738,132.11,132.54,131.67,134.42
741,131.86,132.07,131.64,133.55
742,131.73,131.9,130.98,133.41
743,131.4,131.99,131.33,132.95
744,132.21,132.42,131.9,134.87
745,132.7,133.03,132.41,133.04
748,132.26,132.74,132.11,132.38
749,133.18,134.55,133.12,133.96
750,133.81,134.63,133.75,133.76
751,134.55,134.85,134.12,133.74
752,134.9,134.98,134.17,134.78
755,134.99,134.99,133.3,133.24
756,133.64,133.77,133.08,132.74
757,133.69,133.69,132.45,133.51
758,133.23,134.87,132.69,132.09
759,134.83,134.83,133.04,132.67
762,133.2,133.52,132.16,132.81
763,132.28,134.24,132.09,133.66
764,133.72,134.41,133.44,133.79
765,133.77,134.18,133.46,134.28
766,134.01,134.96,133.57,134.12
769,134.95,134.96,133.24,133.91
770,133.67,133.78,132.54,134.65
771,132.6,133.51,132.18,134.3
772,132.83,132.89,132.08,133.68
773,132.23,133.24,132.23,133.46
776,132.49,132.87,132.47,132.29
777,132.74,133.97,132.7,132.23
778,133.27,133.95,133.13,130.67
779,133.9,134.51,133.49,127.25
780,134.29,134.47,133.65,128.56
783,134.11,134.21,133.7,128.41
784,133.87,134.79,133.72,128.96
785,134.52,134.99,134.28,129.62
786,134.42,134.44,133.6,129.18
787,133.57,133.85,133.18,129.19
790,133.48,133.48,132.01,131.35
791,132.36,132.59,131.71,132.03
792,132.31,132.46,130.63,131.46
793,130.79,130.91,126.69,132.03
794,127.61,128.7,127.44,132.85
797,128.39,129.22,127.91,133.45
798,128.92,129.19,128.69,133.07
799,129.2,129.66,129.06,132.76
800,129.29,129.4,128.34,132.76
801,129.48,129.48,128.95,132.82
804,129.46,131.48,129.36,133.44
805,131.01,132.46,130.93,133.41
806,132.29,132.33,131.4,132.78
807,131.51,132.23,131.38,132.44
808,132.22,132.95,132.05,131.66
811,132.76,133.51,132.75,131.63
812,133.44,133.45,132.34,130.93
813,132.75,132.94,132.35,130.77
814,132.54,132.83,132.34,131.55
815,133.18,133.24,132.31,132.07
818,133.08,133.88,132.98,132.05
819,133.31,133.63,133.04,131.25
820,133.22,133.34,132.48,130.74
821,132.82,133.11,131.71,130
822,132.42,132.5,131.43,130.33
825,131.81,131.81,131.25,129.98
826,131.66,131.96,130.91,130.13
827,130.4,130.88,130.33,129.67
828,130.82,131.85,130.81,128.72
829,131.54,132.32,131.4,127.91
832,132.14,132.42,131.41,128.13
833,132.03,132.21,130.99,128.63
834,131.14,131.25,130.62,127.58
835,130.75,130.78,129.82,127.93
836,130.09,130.69,129.87,127.01
839,130.55,130.76,129.73,127.24
840,130.17,130.24,129.8,128
841,130.18,130.51,129.57,128.85
842,129.74,129.74,128.24,128.35
843,128.72,128.94,127.85,127.56
846,127.88,128.28,127.69,127.84
847,128.17,128.65,127.78,128.57
848,128.68,128.7,127.28,127.71
849,127.37,128.11,127.03,128.26
850,127.94,128.06,126.92,125.84
853,126.96,127.5,126.96,125.4
854,127.18,128.34,126.83,124.14
855,128.21,128.89,127.93,124.18
856,128.87,129.17,128.15,125.02
857,128.49,128.76,127.56,124.77
860,127.61,127.92,127.25,124.62
861,127.81,128.77,127.77,124.43
862,128.5,128.65,127.68,123.3
863,127.76,128.52,127.44,124.29
864,127.93,128.07,125.61,123.67
867,126.05,126.23,125.26,124.06
868,125.4,125.4,123.9,124.58
869,124.33,125.03,123.63,124.24
870,124.43,125.31,124.06,124.42
871,125.01,125.36,124.66,124.74
875,124.65,124.85,124.36,125.28
876,124.57,124.79,124.24,125.75
877,124.29,124.41,122.88,124.92
878,123.29,124.55,123.16,124.29
881,124.27,124.55,123.67,124.47
882,123.77,124.31,123.35,124.41
883,124.26,124.68,123.97,123.91
884,124.2,125.09,124.14,123.45
885,124.12,124.65,124.12,121.46
888,124.56,124.98,124.35,121.68
889,124.81,125.78,124.51,121.47
890,125.32,125.93,125.29,120.02
891,125.7,125.95,124.85,119.61
892,125.19,125.19,124.09,119.64
895,124.48,124.54,124.09,119.93
896,124.36,124.86,124.29,119.91
897,124.23,124.45,123.7,120.06
898,124.08,124.29,123.35,120.06
899,123.7,123.92,120.96,120.46
902,121.82,122.75,121.15,118.66
903,121.71,122.01,121.37,118.15
904,121.11,121.39,119.07,117.71
905,119.99,120.34,119.34,116.89
906,119.69,120.18,118.43,116.91
909,119.85,120.21,119.39,116.35
910,119.84,120.81,119.76,115.82
911,120.14,120.53,119.71,116.28
912,120.01,120.45,119.91,116.74
913,120.18,120.7,119.96,115.71
916,120.16,120.26,118.5,116.3
917,118.64,118.96,117.8,117.66
918,118.15,118.33,117.43,116.78
919,117.94,117.94,116.59,116.43
920,117.27,117.27,116.58,118.88
923,116.87,116.91,115.74,119.76
924,116.35,116.43,115.57,120.28
925,116.14,116.78,115.65,119.95
926,116.81,117.11,116.67,119.41
927,116.58,116.66,115.68,118.87
930,116.05,116.64,115.83,119.65
931,116.56,117.99,116.54,120.88
932,117.45,117.61,116.03,120.3
933,116.76,116.98,116.2,121
934,116.58,119.03,116.45,120.11
937,118.76,120.07,118.56,119.07
938,119.72,120.37,119.3,118.81
939,120.42,120.47,119.45,117.4
940,119.81,120.36,119.11,117.3
941,119.19,119.36,118.78,117.76
944,118.82,119.76,118.66,118.51
945,119.68,121.21,119.54,118.83
946,121.11,121.11,120.07,118.65
947,120.14,121.22,120.1,120.03
948,121.21,121.3,120.08,119.7
951,119.86,120.11,118.88,119.83
952,118.98,119.27,118.8,118.16
953,118.38,118.38,116.36,118.73
954,117.26,117.81,116.96,118.29
955,117.63,117.85,117.18,118.43
958,118.45,118.73,118.35,118.18
959,118.59,119.26,118.52,117.06
960,118.71,118.75,117.84,118.04
961,118.83,120.03,118.73,118.35
962,119.86,120.33,119.53,118.54
965,119.56,119.89,119.42,118.92
966,119.94,119.94,118.05,119.94
967,118.31,118.73,118.08,120.36
968,118.94,119.08,117.67,120.13
969,118.21,118.82,117.89,121.83
972,118.59,118.87,118.01,122.35
973,117.98,118.16,116.98,122.1
974,117.25,118.28,117.12,121.61
975,118.07,118.46,117.43,121.35
976,118.37,118.8,118.08,123.49
979,118.61,119.3,118.34,124.11
980,118.99,120.1,118.46,123.51
981,119.89,120.72,119.71,122.81
982,120.29,120.64,119.8,122.06
983,120.17,122.12,119.52,122.67
986,121.84,122.52,121.77,121.78
987,122.34,123.45,122.04,122.59
988,122.02,122.98,121.48,122.91
989,121.54,121.99,121.01,122.67
990,121.72,123.65,121.72,123.32
993,123.48,124.23,123.02,124.26
994,124.11,124.11,123.07,124.25
995,123.4,123.4,122.06,123.32
996,122.71,123.08,122.06,123.67
997,122.22,123.04,122.19,124.06
1000,122.86,122.86,121.19,124.34
1001,122.18,122.79,121.76,124.69
1002,122.78,123.32,122.64,124.49
1003,122.81,123.09,122.57,124.94
1004,122.53,123.32,122.36,125.53
1007,123.21,124.45,123.1,124.95
1008,124.39,124.62,124.03,125.17
1009,124.11,124.36,123.24,124.62
1010,123.12,123.74,123.12,124.48
1011,123.57,124.46,123.46,124.28
1014,124.09,124.39,123.83,123.64
1015,124.3,124.99,124.26,123.25
1016,124.8,125.03,124.03,122.98
1017,124.68,125.05,124.14,122.55
1018,125.27,125.62,125.04,122.19
1021,125.55,125.68,124.57,122.27
1022,124.93,125.45,124.82,121.88
1023,125.19,125.3,123.95,121.9
1024,124.61,124.89,123.92,121.21
1025,124.59,124.59,123.7,119.82
1028,124.43,125,123.57,119.58
1029,123.71,123.82,122.35,119.69
1030,122.89,123.25,122.58,120.21
1031,122.89,122.89,122.45,120.53
1032,122.55,122.84,121.8,120.57
1035,122.21,122.6,122.21,121.06
1036,122.33,122.33,121.54,122.22
1037,122.14,122.61,121.69,122.68
1038,121.77,122.01,121.16,122.67
1039,121.27,121.4,119.62,122.85
1042,120.1,120.17,119.17,122.08
1043,119.73,119.96,119.35,121.62
1044,119.81,120.35,119.62,122.33
1045,120.32,120.75,119.71,122.28
1046,120.68,120.93,120.32,122.55
1049,120.43,121.33,120.43,124.58
1050,120.92,122.5,120.89,124.62
1051,122.43,122.7,122.2,124.56
1052,122.68,122.96,121.94,124.8
1053,122.87,122.98,122.48,123.49
1056,123.07,123.1,121.89,123.35
1057,122.13,122.19,121.55,123.74
1058,121.65,122.43,121.42,123.63
1059,122.36,122.44,122.03,122.69
1060,122.33,122.78,122.24,120.45
1063,122.94,124.96,122.85,121.32
1064,124.45,124.91,124.22,121.23
1065,124.49,125.08,124.28,121.08
1066,124.61,125.55,124.54,120.39
1067,124.84,125.44,123.08,120.34
1070,123.13,123.49,122.43,120.41
1071,123.37,123.78,123.07,120.33
1072,124,124,123.15,120.3
1073,123.84,123.84,122.48,119.93
1074,122.34,122.8,120.42,119.89
1077,120.74,121.41,120.43,118.52
1078,121.4,121.46,120.26,118.74
1079,121.61,121.61,120.86,118.7
1080,120.78,121.24,120.39,120.05
1081,120.57,120.95,120.33,119.71
1084,120.3,120.76,119.81,119.15
1085,120.33,120.47,119.97,120.41
1086,120.27,120.43,120.26,119.03
1087,120.16,120.29,119.93,119.28
1088,120.02,120.15,119.81,119.24
